FLARE_IDX,CME_IDX,SEP_IDX,Observer,Start Time at Observer (GOES),Start Time at Observer (STIX),Peak Time at Observer (GOES),Peak Time at Observer (STIX),End Time at Observer (GOES),End Time at Observer (STIX),GOES Flare Class,Estimated GOES Flare Class for STIX,GOES HGS LON,GOES HGS LAT,STIX HGS LON,STIX HGS LAT,GOES Distance (AU),STIX Distance (AU),Active Region,Start Time at 1 AU (GOES),Start Time at 1 AU (STIX),Peak Time at 1 AU (GOES),Peak Time at 1 AU (STIX),End Time at 1 AU (GOES),End Time at 1 AU (STIX),Start Time at the Sun (GOES),Start Time at the Sun (STIX),Peak Time at the Sun (GOES),Peak Time at the Sun (STIX),End Time at the Sun (GOES),End Time at the Sun (STIX),IP Radio Bursts,Decametric Type II Burst Start Time (UT) (HH:MM),Decametric Type II Burst End Time (UT) (HH:MM),Decametric type II burst frequency range (MHz),Radio Comments
FLARE0094,,,GOES,2023-05-09 03:42:00,,2023-05-09 03:54:00,,2023-05-09 04:05:00,,M6.5,,13.0,12.0,,,1.0,,13296.0,2023-05-09 03:42:00,,2023-05-09 03:54:00,,2023-05-09 04:05:00,,2023-05-09 03:33:41,,2023-05-09 03:45:41,,2023-05-09 03:56:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230509.png,03:52,03:54,130-180,RSTN
FLARE0095,,,GOES,2023-05-09 20:32:00,,2023-05-09 20:52:00,,2023-05-09 21:04:00,,M5.0,,35.0,14.0,,,1.0,,13296.0,2023-05-09 20:32:00,,2023-05-09 20:52:00,,2023-05-09 21:04:00,,2023-05-09 20:23:41,,2023-05-09 20:43:41,,2023-05-09 20:55:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230509.png,,,,
FLARE0096,,,STIX,,2023-05-12 04:05:19,,2023-05-12 04:17:43,,2023-05-12 04:44:03,,M5,,,110.0,-10.0,,0.645,,,2023-05-12 04:08:17,,2023-05-12 04:20:41,,2023-05-12 04:47:01,,2023-05-12 03:59:58,,2023-05-12 04:12:22,,2023-05-12 04:38:42,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230512.png,,,,
FLARE0097,,,STIX,,2023-05-14 11:08:23,,2023-05-14 11:22:43,,2023-05-14 12:20:47,,X1,,,-113.0,-24.0,,0.67,,,2023-05-14 11:11:08,,2023-05-14 11:25:28,,2023-05-14 12:23:32,,2023-05-14 11:02:49,,2023-05-14 11:17:09,,2023-05-14 12:15:13,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230514.png,,,,
FLARE0098,,,STIX,,2023-05-14 11:08:35,,2023-05-14 11:13:15,,2023-05-14 11:21:51,,M8,,,-113.0,-24.0,,0.67,,,2023-05-14 11:11:20,,2023-05-14 11:16:00,,2023-05-14 11:24:36,,2023-05-14 11:03:01,,2023-05-14 11:07:41,,2023-05-14 11:16:17,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230514.png,,,,
FLARE0099,,,STIX,,2023-05-14 11:23:31,,2023-05-14 11:24:31,,2023-05-14 12:20:47,,M8,,,-113.0,-24.0,,0.67,,,2023-05-14 11:26:16,,2023-05-14 11:27:16,,2023-05-14 12:23:32,,2023-05-14 11:17:57,,2023-05-14 11:18:57,,2023-05-14 12:15:13,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230514.png,,,,
FLARE0100,,,GOES,2023-05-16 16:31:00,,2023-05-16 16:43:00,,2023-05-16 16:51:00,,M9.6,,-89.0,-23.0,,,1.0,,,2023-05-16 16:31:00,,2023-05-16 16:43:00,,2023-05-16 16:51:00,,2023-05-16 16:22:41,,2023-05-16 16:34:41,,2023-05-16 16:42:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230516.png,,,,
FLARE0101,CME0111,,STIX,,2023-05-16 17:10:03,,2023-05-16 17:24:11,,2023-05-16 18:32:47,,M5,,,126.0,16.0,,0.693,,,2023-05-16 17:12:37,,2023-05-16 17:26:45,,2023-05-16 18:35:21,,2023-05-16 17:04:18,,2023-05-16 17:18:26,,2023-05-16 18:27:02,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230516.png,17:31,17:44,25-135,RSTN
FLARE0102,,,GOES,2023-05-19 00:41:00,,2023-05-19 00:48:00,,2023-05-19 00:54:00,,M5.3,,-74.0,18.0,,,1.0,,13311.0,2023-05-19 00:41:00,,2023-05-19 00:48:00,,2023-05-19 00:54:00,,2023-05-19 00:32:41,,2023-05-19 00:39:41,,2023-05-19 00:45:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230519.png,,,,
FLARE0103,,,GOES,2023-05-20 07:16:00,,2023-05-20 07:32:00,,2023-05-20 07:36:00,,M6.4,,-72.0,19.0,,,1.0,,13311.0,2023-05-20 07:16:00,,2023-05-20 07:32:00,,2023-05-20 07:36:00,,2023-05-20 07:07:41,,2023-05-20 07:23:41,,2023-05-20 07:27:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230520.png,,,,
FLARE0104,,,GOES,2023-05-20 12:25:00,,2023-05-20 12:35:00,,2023-05-20 12:40:00,,M8.9,,-56.0,17.0,,,1.0,,13311.0,2023-05-20 12:25:00,,2023-05-20 12:35:00,,2023-05-20 12:40:00,,2023-05-20 12:16:41,,2023-05-20 12:26:41,,2023-05-20 12:31:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230520.png,,,,
FLARE0105,,,GOES,2023-05-20 14:54:00,,2023-05-20 15:00:00,,2023-05-20 15:04:00,,M5.6,,-55.0,17.0,,,1.0,,13311.0,2023-05-20 14:54:00,,2023-05-20 15:00:00,,2023-05-20 15:04:00,,2023-05-20 14:45:41,,2023-05-20 14:51:41,,2023-05-20 14:55:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230520.png,,,,
FLARE0106,,,GOES,2023-05-20 22:52:00,,2023-05-20 23:06:00,,2023-05-20 23:21:00,,M5.1,,-49.0,19.0,,,1.0,,13311.0,2023-05-20 22:52:00,,2023-05-20 23:06:00,,2023-05-20 23:21:00,,2023-05-20 22:43:41,,2023-05-20 22:57:41,,2023-05-20 23:12:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230520.png,,,,
FLARE0107,,,STIX,,2023-05-23 10:27:51,,2023-05-23 10:36:31,,2023-05-23 11:45:51,,X1,,,-165.0,-15.0,,0.756,,,2023-05-23 10:29:53,,2023-05-23 10:38:33,,2023-05-23 11:47:53,,2023-05-23 10:21:34,,2023-05-23 10:30:14,,2023-05-23 11:39:34,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230523.png,,,,
FLARE0108,,,STIX,,2023-05-25 21:27:47,,2023-05-25 22:12:59,,2023-05-25 22:51:47,,M7,,,-131.0,-16.0,,0.777,,,2023-05-25 21:29:39,,2023-05-25 22:14:51,,2023-05-25 22:53:39,,2023-05-25 21:21:20,,2023-05-25 22:06:32,,2023-05-25 22:45:20,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230525.png,,,,
FLARE0109,,,STIX,,2023-05-30 00:12:07,,2023-05-30 00:24:51,,2023-05-30 01:19:23,,M9,,,-106.0,-7.0,,0.809,,,2023-05-30 00:13:43,,2023-05-30 00:26:27,,2023-05-30 01:20:59,,2023-05-30 00:05:24,,2023-05-30 00:18:08,,2023-05-30 01:12:40,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230530.png,,,,
FLARE0110,,,STIX,,2023-06-01 14:37:48,,2023-06-01 14:47:12,,2023-06-01 15:01:08,,M9,,,118.0,-24.0,,0.828,,,2023-06-01 14:39:14,,2023-06-01 14:48:38,,2023-06-01 15:02:34,,2023-06-01 14:30:55,,2023-06-01 14:40:19,,2023-06-01 14:54:15,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230601.png,,,,
FLARE0111,,,STIX,,2023-06-04 02:57:27,,2023-06-04 03:12:59,,2023-06-04 03:49:19,,M8,,,152.0,-25.0,,0.844,,,2023-06-04 02:58:45,,2023-06-04 03:14:17,,2023-06-04 03:50:37,,2023-06-04 02:50:26,,2023-06-04 03:05:58,,2023-06-04 03:42:18,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230604.png,,,,
FLARE0112,,,STIX,,2023-06-08 21:03:32,,2023-06-08 21:10:04,,2023-06-08 22:21:24,,M5,,,-154.0,14.0,,0.872,,,2023-06-08 21:04:36,,2023-06-08 21:11:08,,2023-06-08 22:22:28,,2023-06-08 20:56:17,,2023-06-08 21:02:49,,2023-06-08 22:14:09,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230608.png,,,,
FLARE0113,CME0114,,GOES,2023-06-20 16:42:00,,2023-06-20 17:09:00,,2023-06-20 17:26:00,,X1.1,,-73.0,-17.0,,,1.0,,13341.0,2023-06-20 16:42:00,,2023-06-20 17:09:00,,2023-06-20 17:26:00,,2023-06-20 16:33:41,,2023-06-20 17:00:41,,2023-06-20 17:17:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230620.png,17:01,17:25,25-180,RSTN
FLARE0114,,,GOES/STIX,2023-07-02 22:54:00,2023-07-02 22:59:14,2023-07-02 23:14:00,2023-07-02 23:18:34,2023-07-02 23:58:00,2023-07-03 00:26:03,X1.0,M8,60.0,16.0,70.0,17.0,1.0,0.95,13354.0,2023-07-02 22:54:00,2023-07-02 22:59:39,2023-07-02 23:14:00,2023-07-02 23:18:59,2023-07-02 23:58:00,2023-07-03 00:26:28,2023-07-02 22:45:41,2023-07-02 22:51:20,2023-07-02 23:05:41,2023-07-02 23:10:40,2023-07-02 23:49:41,2023-07-03 00:18:09,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230702.png,,,,
FLARE0115,,,STIX,,2023-07-07 09:23:55,,2023-07-07 09:57:51,,2023-07-07 10:41:31,,X1,,,124.0,10.0,,0.954,,,2023-07-07 09:24:18,,2023-07-07 09:58:14,,2023-07-07 10:41:54,,2023-07-07 09:15:59,,2023-07-07 09:49:55,,2023-07-07 10:33:35,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230707.png,,,,
FLARE0116,,,STIX,,2023-07-07 16:32:47,,2023-07-07 16:45:59,,2023-07-07 17:29:55,,M6,,,128.0,10.0,,0.954,,,2023-07-07 16:33:10,,2023-07-07 16:46:22,,2023-07-07 17:30:18,,2023-07-07 16:24:51,,2023-07-07 16:38:03,,2023-07-07 17:21:59,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230707.png,,,,
FLARE0117,,,STIX,,2023-07-08 19:47:59,,2023-07-08 20:08:31,,2023-07-08 20:45:39,,X1,,,143.0,13.0,,0.954,,,2023-07-08 19:48:22,,2023-07-08 20:08:54,,2023-07-08 20:46:02,,2023-07-08 19:40:03,,2023-07-08 20:00:35,,2023-07-08 20:37:43,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230708.png,,,,
FLARE0118,,,STIX,,2023-07-09 04:08:35,,2023-07-09 04:27:55,,2023-07-09 05:17:27,,M6,,,147.0,14.0,,0.954,,,2023-07-09 04:08:58,,2023-07-09 04:28:18,,2023-07-09 05:17:50,,2023-07-09 04:00:39,,2023-07-09 04:19:59,,2023-07-09 05:09:31,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230709.png,,,,
FLARE0119,,,STIX,,2023-07-09 13:02:07,,2023-07-09 13:06:27,,2023-07-09 13:15:55,,M6,,,151.0,14.0,,0.954,,,2023-07-09 13:02:30,,2023-07-09 13:06:50,,2023-07-09 13:16:18,,2023-07-09 12:54:11,,2023-07-09 12:58:31,,2023-07-09 13:07:59,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230709.png,,,,
FLARE0120,,,STIX,,2023-07-09 22:16:31,,2023-07-09 22:27:23,,2023-07-09 23:40:27,,M6,,,156.0,15.0,,0.954,,,2023-07-09 22:16:54,,2023-07-09 22:27:46,,2023-07-09 23:40:50,,2023-07-09 22:08:35,,2023-07-09 22:19:27,,2023-07-09 23:32:31,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230709.png,,,,
FLARE0121,,,STIX,,2023-07-10 17:23:12,,2023-07-10 17:32:20,,2023-07-10 18:04:28,,X2,,,168.0,10.0,,0.954,,,2023-07-10 17:23:35,,2023-07-10 17:32:43,,2023-07-10 18:04:51,,2023-07-10 17:15:16,,2023-07-10 17:24:24,,2023-07-10 17:56:32,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230710.png,,,,
FLARE0122,,,STIX,,2023-07-11 00:02:00,,2023-07-11 00:16:52,,2023-07-11 01:32:28,,M7,,,171.0,15.0,,0.954,,,2023-07-11 00:02:23,,2023-07-11 00:17:15,,2023-07-11 01:32:51,,2023-07-10 23:54:04,,2023-07-11 00:08:56,,2023-07-11 01:24:32,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230711.png,,,,
FLARE0123,,,STIX,,2023-07-11 15:59:12,,2023-07-11 16:08:12,,2023-07-11 16:38:24,,M6,,,-180.0,10.0,,0.954,,,2023-07-11 15:59:35,,2023-07-11 16:08:35,,2023-07-11 16:38:47,,2023-07-11 15:51:16,,2023-07-11 16:00:16,,2023-07-11 16:30:28,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230711.png,,,,
FLARE0124,,,GOES,2023-07-11 17:51:00,,2023-07-11 18:08:00,,2023-07-11 18:16:00,,M6.8,,57.0,-19.0,,,1.0,,13368.0,2023-07-11 17:51:00,,2023-07-11 18:08:00,,2023-07-11 18:16:00,,2023-07-11 17:42:41,,2023-07-11 17:59:41,,2023-07-11 18:07:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230711.png,,,,
FLARE0125,,,GOES,2023-07-11 22:04:00,,2023-07-11 22:15:00,,2023-07-11 22:24:00,,M5.8,,-88.0,25.0,,,1.0,,,2023-07-11 22:04:00,,2023-07-11 22:15:00,,2023-07-11 22:24:00,,2023-07-11 21:55:41,,2023-07-11 22:06:41,,2023-07-11 22:15:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230711.png,,,,
FLARE0126,,,GOES,2023-07-12 08:49:00,,2023-07-12 08:55:00,,2023-07-12 09:00:00,,M6.9,,-77.0,24.0,,,1.0,,13372.0,2023-07-12 08:49:00,,2023-07-12 08:55:00,,2023-07-12 09:00:00,,2023-07-12 08:40:41,,2023-07-12 08:46:41,,2023-07-12 08:51:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230712.png,,,,
FLARE0127,,,STIX,,2023-07-13 06:22:08,,2023-07-13 06:46:24,,2023-07-13 07:41:40,,X1,,,-159.0,10.0,,0.953,,,2023-07-13 06:22:32,,2023-07-13 06:46:48,,2023-07-13 07:42:04,,2023-07-13 06:14:13,,2023-07-13 06:38:29,,2023-07-13 07:33:45,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230713.png,,,,
FLARE0128,,,STIX,,2023-07-13 15:36:12,,2023-07-13 15:45:24,,2023-07-13 16:27:00,,M6,,,-154.0,9.0,,0.953,,,2023-07-13 15:36:36,,2023-07-13 15:45:48,,2023-07-13 16:27:24,,2023-07-13 15:28:17,,2023-07-13 15:37:29,,2023-07-13 16:19:05,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230713.png,,,,
FLARE0129,,,STIX,,2023-07-14 12:46:56,,2023-07-14 12:50:04,,2023-07-14 12:57:48,,X1,,,-156.0,15.0,,0.952,,,2023-07-14 12:47:20,,2023-07-14 12:50:28,,2023-07-14 12:58:12,,2023-07-14 12:39:01,,2023-07-14 12:42:09,,2023-07-14 12:49:53,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230714.png,,,,
FLARE0130,CME0118,,STIX,,2023-07-15 19:43:20,,2023-07-15 20:01:48,,2023-07-15 21:07:20,,M9,,,130.0,19.0,,0.951,,,2023-07-15 19:43:45,,2023-07-15 20:02:13,,2023-07-15 21:07:45,,2023-07-15 19:35:26,,2023-07-15 19:53:54,,2023-07-15 20:59:26,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230715.png,19:58,20:06,112-180,RSTN
FLARE0131,CME0119,,STIX,,2023-07-16 04:22:16,,2023-07-16 04:33:00,,2023-07-16 05:48:48,,X9,,,135.0,19.0,,0.95,,,2023-07-16 04:22:41,,2023-07-16 04:33:25,,2023-07-16 05:49:13,,2023-07-16 04:14:22,,2023-07-16 04:25:06,,2023-07-16 05:40:54,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230716.png,,,,
FLARE0132,CME0120,,STIX,,2023-07-16 13:21:04,,2023-07-16 13:31:12,,2023-07-16 14:49:40,,X6,,,140.0,19.0,,0.95,,,2023-07-16 13:21:29,,2023-07-16 13:31:37,,2023-07-16 14:50:05,,2023-07-16 13:13:10,,2023-07-16 13:23:18,,2023-07-16 14:41:46,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230716.png,,,,
FLARE0133,CME0120,,STIX,,2023-07-16 14:19:04,,2023-07-16 14:20:04,,2023-07-16 14:22:52,,M5,,,138.0,19.0,,0.95,,,2023-07-16 14:19:29,,2023-07-16 14:20:29,,2023-07-16 14:23:17,,2023-07-16 14:11:10,,2023-07-16 14:12:10,,2023-07-16 14:14:58,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230716.png,,,,
FLARE0134,,,STIX,,2023-07-17 00:34:20,,2023-07-17 00:38:56,,2023-07-17 00:48:28,,X1,,,146.0,19.0,,0.949,,,2023-07-17 00:34:46,,2023-07-17 00:39:22,,2023-07-17 00:48:54,,2023-07-17 00:26:27,,2023-07-17 00:31:03,,2023-07-17 00:40:35,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230717.png,,,,
FLARE0135,,,STIX,,2023-07-17 00:56:24,,2023-07-17 00:57:24,,2023-07-17 02:28:32,,X2,,,147.0,19.0,,0.949,,,2023-07-17 00:56:50,,2023-07-17 00:57:50,,2023-07-17 02:28:58,,2023-07-17 00:48:31,,2023-07-17 00:49:31,,2023-07-17 02:20:39,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230717.png,,,,
FLARE0136,CME0124,,GOES,2023-07-17 23:37:00,,2023-07-18 00:06:00,,2023-07-18 00:23:00,,M5.7,,87.0,-26.0,,,1.0,,13363.0,2023-07-17 23:37:00,,2023-07-18 00:06:00,,2023-07-18 00:23:00,,2023-07-17 23:28:41,,2023-07-17 23:57:41,,2023-07-18 00:14:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230717.png,,,,
FLARE0137,,,STIX,,2023-07-18 01:05:20,,2023-07-18 01:09:48,,2023-07-18 01:44:08,,X1,,,159.0,19.0,,0.948,,,2023-07-18 01:05:46,,2023-07-18 01:10:14,,2023-07-18 01:44:34,,2023-07-18 00:57:27,,2023-07-18 01:01:55,,2023-07-18 01:36:15,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230718.png,,,,
FLARE0138,,,STIX,,2023-07-18 22:59:19,,2023-07-18 23:03:51,,2023-07-19 00:41:43,,M9,,,170.0,19.0,,0.946,,,2023-07-18 22:59:46,,2023-07-18 23:04:18,,2023-07-19 00:42:10,,2023-07-18 22:51:27,,2023-07-18 22:55:59,,2023-07-19 00:33:51,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230718.png,,,,
FLARE0139,,,STIX,,2023-07-19 17:05:15,,2023-07-19 17:17:51,,2023-07-19 18:24:07,,M6,,,95.0,-21.0,,0.945,,,2023-07-19 17:05:43,,2023-07-19 17:18:19,,2023-07-19 18:24:35,,2023-07-19 16:57:24,,2023-07-19 17:10:00,,2023-07-19 18:16:16,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230719.png,17:16,17:34,43-180,RSTN
FLARE0140,CME0127,,STIX,,2023-07-20 17:15:36,,2023-07-20 17:26:52,,2023-07-20 17:50:12,,X1,,,-164.0,20.0,,0.943,,,2023-07-20 17:16:05,,2023-07-20 17:27:21,,2023-07-20 17:50:41,,2023-07-20 17:07:46,,2023-07-20 17:19:02,,2023-07-20 17:42:22,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230720.png,,,,
FLARE0141,,,STIX,,2023-07-22 03:05:56,,2023-07-22 03:59:08,,2023-07-22 04:30:48,,M6,,,-148.0,19.0,,0.94,,,2023-07-22 03:06:26,,2023-07-22 03:59:38,,2023-07-22 04:31:18,,2023-07-22 02:58:07,,2023-07-22 03:51:19,,2023-07-22 04:22:59,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230722.png,,,,
FLARE0142,CME0129,,STIX,,2023-07-24 17:31:28,,2023-07-24 17:44:36,,2023-07-24 19:00:08,,X1,,,154.0,-25.0,,0.934,,,2023-07-24 17:32:01,,2023-07-24 17:45:09,,2023-07-24 19:00:41,,2023-07-24 17:23:42,,2023-07-24 17:36:50,,2023-07-24 18:52:22,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230724.png,,,,
FLARE0143,,,GOES/STIX,2023-07-26 10:17:00,2023-07-26 10:20:08,2023-07-26 10:37:00,2023-07-26 10:34:24,2023-07-26 10:48:00,2023-07-26 11:28:48,M4.6,M6,70.0,21.0,71.0,20.0,1.0,0.929,13376.0,2023-07-26 10:17:00,2023-07-26 10:20:44,2023-07-26 10:37:00,2023-07-26 10:35:00,2023-07-26 10:48:00,2023-07-26 11:29:24,2023-07-26 10:08:41,2023-07-26 10:12:25,2023-07-26 10:28:41,2023-07-26 10:26:41,2023-07-26 10:39:41,2023-07-26 11:21:05,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230726.png,,,,
FLARE0144,CME0132,,GOES/STIX,2023-08-05 21:45:00,2023-08-05 21:52:06,2023-08-05 22:21:00,2023-08-05 22:11:06,2023-08-05 22:44:00,2023-08-05 23:17:46,X1.6,X1,77.0,11.0,78.0,9.0,1.0,0.888,13386.0,2023-08-05 21:45:00,2023-08-05 21:53:02,2023-08-05 22:21:00,2023-08-05 22:12:02,2023-08-05 22:44:00,2023-08-05 23:18:42,2023-08-05 21:36:41,2023-08-05 21:44:43,2023-08-05 22:12:41,2023-08-05 22:03:43,2023-08-05 22:35:41,2023-08-05 23:10:23,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230805.png,,,,
FLARE0145,,,GOES/STIX,2023-08-06 18:20:00,2023-08-06 18:24:14,2023-08-06 18:40:00,2023-08-06 18:34:50,2023-08-06 18:54:00,2023-08-06 19:52:38,M5.5,M6,86.0,7.0,84.0,7.0,1.0,0.884,13386.0,2023-08-06 18:20:00,2023-08-06 18:25:12,2023-08-06 18:40:00,2023-08-06 18:35:48,2023-08-06 18:54:00,2023-08-06 19:53:36,2023-08-06 18:11:41,2023-08-06 18:16:53,2023-08-06 18:31:41,2023-08-06 18:27:29,2023-08-06 18:45:41,2023-08-06 19:45:17,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230806.png,,,,
FLARE0146,CME0134,,GOES/STIX,2023-08-07 20:30:00,2023-08-07 20:31:04,2023-08-07 20:46:00,2023-08-07 20:39:36,2023-08-07 21:18:00,2023-08-07 20:40:48,X1.5,X1,88.0,12.0,97.0,11.0,1.0,0.878,13386.0,2023-08-07 20:30:00,2023-08-07 20:32:05,2023-08-07 20:46:00,2023-08-07 20:40:37,2023-08-07 21:18:00,2023-08-07 20:41:49,2023-08-07 20:21:41,2023-08-07 20:23:46,2023-08-07 20:37:41,2023-08-07 20:32:18,2023-08-07 21:09:41,2023-08-07 20:33:30,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230807.png,20:38,21:02,25-180,RSTN
FLARE0147,,,STIX,,2023-08-08 09:18:27,,2023-08-08 09:28:59,,2023-08-08 10:18:27,,M5,,,84.0,18.0,,0.875,,,2023-08-08 09:19:30,,2023-08-08 09:30:02,,2023-08-08 10:19:30,,2023-08-08 09:11:11,,2023-08-08 09:21:43,,2023-08-08 10:11:11,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230808.png,,,,
FLARE0148,,,STIX,,2023-08-09 15:12:39,,2023-08-09 16:05:47,,2023-08-09 16:55:19,,M5,,,124.0,7.0,,0.869,,,2023-08-09 15:13:45,,2023-08-09 16:06:53,,2023-08-09 16:56:25,,2023-08-09 15:05:26,,2023-08-09 15:58:34,,2023-08-09 16:48:06,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230809.png,,,,
FLARE0149,,,GOES/STIX,2023-09-03 08:09:00,2023-09-03 08:11:41,2023-09-03 08:36:00,2023-09-03 08:31:05,2023-09-03 08:49:00,2023-09-03 09:40:25,M6.0,M7,88.0,12.0,92.0,13.0,1.0,0.67,13413.0,2023-09-03 08:09:00,2023-09-03 08:14:26,2023-09-03 08:36:00,2023-09-03 08:33:50,2023-09-03 08:49:00,2023-09-03 09:43:10,2023-09-03 08:00:41,2023-09-03 08:06:07,2023-09-03 08:27:41,2023-09-03 08:25:31,2023-09-03 08:40:41,2023-09-03 09:34:51,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230903.png,,,,
FLARE0150,CME0142,,STIX,,2023-09-08 11:07:31,,2023-09-08 11:17:59,,2023-09-08 12:52:44,,X4,,,164.0,11.0,,0.613,,,2023-09-08 11:10:45,,2023-09-08 11:21:13,,2023-09-08 12:55:58,,2023-09-08 11:02:26,,2023-09-08 11:12:54,,2023-09-08 12:47:39,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230908.png,,,,
FLARE0151,CME0143,,STIX,,2023-09-11 22:13:20,,2023-09-11 22:23:36,,2023-09-11 23:36:00,,X4,,,-151.0,10.0,,0.571,,,2023-09-11 22:16:55,,2023-09-11 22:27:11,,2023-09-11 23:39:35,,2023-09-11 22:08:36,,2023-09-11 22:18:52,,2023-09-11 23:31:16,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230911.png,,,,
FLARE0152,,,GOES,2023-09-20 14:11:00,,2023-09-20 14:19:00,,2023-09-20 14:25:00,,M8.2,,-35.0,7.0,,,1.0,,13435.0,2023-09-20 14:11:00,,2023-09-20 14:19:00,,2023-09-20 14:25:00,,2023-09-20 14:02:41,,2023-09-20 14:10:41,,2023-09-20 14:16:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2023/crocs_flux_20230920.png,14:25,14:33,25-125,RSTN
