FLARE_IDX,CME_IDX,SEP_IDX,Observer,Start Time at Observer (GOES),Start Time at Observer (STIX),Peak Time at Observer (GOES),Peak Time at Observer (STIX),End Time at Observer (GOES),End Time at Observer (STIX),GOES Flare Class,Estimated GOES Flare Class for STIX,GOES HGS LON,GOES HGS LAT,STIX HGS LON,STIX HGS LAT,GOES Distance (AU),STIX Distance (AU),Active Region,Start Time at 1 AU (GOES),Start Time at 1 AU (STIX),Peak Time at 1 AU (GOES),Peak Time at 1 AU (STIX),End Time at 1 AU (GOES),End Time at 1 AU (STIX),Start Time at the Sun (GOES),Start Time at the Sun (STIX),Peak Time at the Sun (GOES),Peak Time at the Sun (STIX),End Time at the Sun (GOES),End Time at the Sun (STIX),IP Radio Bursts,Decametric Type II Burst Start Time (UT) (HH:MM),Decametric Type II Burst End Time (UT) (HH:MM),Decametric type II burst frequency range (MHz),Radio Comments
FLARE0200,,,GOES,2024-05-07 05:58:00,,2024-05-07 06:16:00,,2024-05-07 06:27:00,,M5.1,,45.0,27.0,,,1.0,,13663.0,2024-05-07 05:58:00,,2024-05-07 06:16:00,,2024-05-07 06:27:00,,2024-05-07 05:49:41,,2024-05-07 06:07:41,,2024-05-07 06:18:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240507.png,,,,
FLARE0201,,,GOES,2024-05-07 16:21:00,,2024-05-07 16:30:00,,2024-05-07 16:36:00,,M8.2,,13.0,-19.0,,,1.0,,13663.0,2024-05-07 16:21:00,,2024-05-07 16:30:00,,2024-05-07 16:36:00,,2024-05-07 16:12:41,,2024-05-07 16:21:41,,2024-05-07 16:27:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240507.png,,,,
FLARE0202,,,GOES,2024-05-08 01:33:00,,2024-05-08 01:41:00,,2024-05-08 01:48:00,,X1.0,,58.0,26.0,,,1.0,,13663.0,2024-05-08 01:33:00,,2024-05-08 01:41:00,,2024-05-08 01:48:00,,2024-05-08 01:24:41,,2024-05-08 01:32:41,,2024-05-08 01:39:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240508.png,,,,
FLARE0203,,,GOES,2024-05-08 04:37:00,,2024-05-08 05:09:00,,2024-05-08 05:32:00,,X1.0,,17.0,-18.0,,,1.0,,13664.0,2024-05-08 04:37:00,,2024-05-08 05:09:00,,2024-05-08 05:32:00,,2024-05-08 04:28:41,,2024-05-08 05:00:41,,2024-05-08 05:23:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240508.png,05:01,05:28,25-180,RSTN
FLARE0204,,,GOES,2024-05-08 17:32:00,,2024-05-08 17:53:00,,2024-05-08 18:00:00,,M7.9,,18.0,-18.0,,,1.0,,13664.0,2024-05-08 17:32:00,,2024-05-08 17:53:00,,2024-05-08 18:00:00,,2024-05-08 17:23:41,,2024-05-08 17:44:41,,2024-05-08 17:51:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240508.png,,,,
FLARE0205,,,GOES,2024-05-08 21:08:00,,2024-05-08 21:40:00,,2024-05-08 23:10:00,,X1.0,,17.0,-20.0,,,1.0,,13664.0,2024-05-08 21:08:00,,2024-05-08 21:40:00,,2024-05-08 23:10:00,,2024-05-08 20:59:41,,2024-05-08 21:31:41,,2024-05-08 23:01:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240508.png,,,,
FLARE0206,,,GOES,2024-05-08 21:08:00,,2024-05-08 21:40:00,,2024-05-09 03:07:00,,X1.0,,17.0,-20.0,,,1.0,,13664.0,2024-05-08 21:08:00,,2024-05-08 21:40:00,,2024-05-09 03:07:00,,2024-05-08 20:59:41,,2024-05-08 21:31:41,,2024-05-09 02:58:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240508.png,,,,
FLARE0207,,,GOES,2024-05-08 22:05:00,,2024-05-08 22:27:00,,2024-05-08 23:12:00,,M9.8,,21.0,-23.0,,,1.0,,13664.0,2024-05-08 22:05:00,,2024-05-08 22:27:00,,2024-05-08 23:12:00,,2024-05-08 21:56:41,,2024-05-08 22:18:41,,2024-05-08 23:03:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240508.png,,,,
FLARE0208,CME0173,,GOES,2024-05-09 08:45:00,,2024-05-09 09:13:00,,2024-05-09 09:36:00,,X2.2,,26.0,-20.0,,,1.0,,13664.0,2024-05-09 08:45:00,,2024-05-09 09:13:00,,2024-05-09 09:36:00,,2024-05-09 08:36:41,,2024-05-09 09:04:41,,2024-05-09 09:27:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240509.png,09:02,09:16,25-180,RSTN
FLARE0209,,,GOES,2024-05-09 17:23:00,,2024-05-09 17:44:00,,2024-05-09 18:00:00,,X1.1,,28.0,-14.0,,,1.0,,13664.0,2024-05-09 17:23:00,,2024-05-09 17:44:00,,2024-05-09 18:00:00,,2024-05-09 17:14:41,,2024-05-09 17:35:41,,2024-05-09 17:51:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240509.png,17:32,17:37,25-180,RSTN
FLARE0210,,,GOES,2024-05-10 06:27:00,,2024-05-10 06:54:00,,2024-05-10 07:06:00,,X3.9,,34.0,-17.0,,,1.0,,13664.0,2024-05-10 06:27:00,,2024-05-10 06:54:00,,2024-05-10 07:06:00,,2024-05-10 06:18:41,,2024-05-10 06:45:41,,2024-05-10 06:57:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240510.png,06:50,06:57,115-180,RSTN
FLARE0211,,,GOES,2024-05-10 13:58:00,,2024-05-10 14:11:00,,2024-05-10 14:23:00,,M5.9,,39.0,-14.0,,,1.0,,13664.0,2024-05-10 13:58:00,,2024-05-10 14:11:00,,2024-05-10 14:23:00,,2024-05-10 13:49:41,,2024-05-10 14:02:41,,2024-05-10 14:14:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240510.png,,,,
FLARE0212,CME0175,,GOES,2024-05-11 01:10:00,,2024-05-11 01:23:00,,2024-05-11 01:39:00,,X5.8,,45.0,-15.0,,,1.0,,13664.0,2024-05-11 01:10:00,,2024-05-11 01:23:00,,2024-05-11 01:39:00,,2024-05-11 01:01:41,,2024-05-11 01:14:41,,2024-05-11 01:30:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240511.png,01:13,01:24,25-180,RSTN
FLARE0213,,,GOES,2024-05-11 11:15:00,,2024-05-11 11:44:00,,2024-05-11 12:05:00,,X1.5,,44.0,-22.0,,,1.0,,13664.0,2024-05-11 11:15:00,,2024-05-11 11:44:00,,2024-05-11 12:05:00,,2024-05-11 11:06:41,,2024-05-11 11:35:41,,2024-05-11 11:56:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240511.png,,,,
FLARE0214,,,GOES,2024-05-11 14:46:00,,2024-05-11 15:25:00,,2024-05-11 15:52:00,,M8.8,,49.0,-15.0,,,1.0,,13664.0,2024-05-11 14:46:00,,2024-05-11 15:25:00,,2024-05-11 15:52:00,,2024-05-11 14:37:41,,2024-05-11 15:16:41,,2024-05-11 15:43:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240511.png,,,,
FLARE0215,,,STIX,,2024-05-12 01:12:58,,2024-05-12 01:30:54,,2024-05-12 02:37:02,,M5,,,-137.0,-12.0,,0.711,,,2024-05-12 01:15:23,,2024-05-12 01:33:19,,2024-05-12 02:39:27,,2024-05-12 01:07:04,,2024-05-12 01:25:00,,2024-05-12 02:31:08,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240512.png,,,,
FLARE0216,,,GOES/STIX,2024-05-12 16:11:00,2024-05-12 16:16:10,2024-05-12 16:26:00,2024-05-12 16:21:02,2024-05-12 16:38:00,2024-05-12 16:30:54,X1.0,M8,72.0,-18.0,81.0,-20.0,1.0,0.717,13664.0,2024-05-12 16:11:00,2024-05-12 16:18:32,2024-05-12 16:26:00,2024-05-12 16:23:24,2024-05-12 16:38:00,2024-05-12 16:33:16,2024-05-12 16:02:41,2024-05-12 16:10:13,2024-05-12 16:17:41,2024-05-12 16:15:05,2024-05-12 16:29:41,2024-05-12 16:24:57,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240512.png,,,,
FLARE0217,CME0176,,GOES/STIX,2024-05-13 08:48:00,2024-05-13 09:14:36,2024-05-13 09:44:00,2024-05-13 09:41:44,2024-05-13 10:57:00,2024-05-13 10:18:52,M6.6,M6,81.0,-20.0,82.0,-23.0,1.0,0.724,13664.0,2024-05-13 08:48:00,2024-05-13 09:16:54,2024-05-13 09:44:00,2024-05-13 09:44:02,2024-05-13 10:57:00,2024-05-13 10:21:10,2024-05-13 08:39:41,2024-05-13 09:08:35,2024-05-13 09:35:41,2024-05-13 09:35:43,2024-05-13 10:48:41,2024-05-13 10:12:51,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240513.png,09:06,09:15,25-137,RSTN
FLARE0218,,,GOES/STIX,2024-05-14 02:03:00,2024-05-14 02:01:28,2024-05-14 02:09:00,2024-05-14 02:05:24,2024-05-14 02:19:00,2024-05-14 03:03:52,X1.7,X2,89.0,-17.0,82.0,-19.0,1.0,0.73,13664.0,2024-05-14 02:03:00,2024-05-14 02:03:43,2024-05-14 02:09:00,2024-05-14 02:07:39,2024-05-14 02:19:00,2024-05-14 03:06:07,2024-05-14 01:54:41,2024-05-14 01:55:24,2024-05-14 02:00:41,2024-05-14 01:59:20,2024-05-14 02:10:41,2024-05-14 02:57:48,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240514.png,02:07,02:19,63-180,RSTN
FLARE0219,,,STIX,,2024-05-14 04:04:52,,2024-05-14 04:29:52,,2024-05-14 05:30:48,,M5,,,-103.0,-14.0,,0.731,,,2024-05-14 04:07:07,,2024-05-14 04:32:07,,2024-05-14 05:33:03,,2024-05-14 03:58:48,,2024-05-14 04:23:48,,2024-05-14 05:24:44,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240514.png,,,,
FLARE0220,,,GOES/STIX,2024-05-14 12:40:00,2024-05-14 12:23:08,2024-05-14 12:55:00,2024-05-14 12:49:40,2024-05-14 13:05:00,2024-05-14 13:46:20,X1.2,X2,89.0,-17.0,92.0,-18.0,1.0,0.735,13664.0,2024-05-14 12:40:00,2024-05-14 12:25:21,2024-05-14 12:55:00,2024-05-14 12:51:53,2024-05-14 13:05:00,2024-05-14 13:48:33,2024-05-14 12:31:41,2024-05-14 12:17:02,2024-05-14 12:46:41,2024-05-14 12:43:34,2024-05-14 12:56:41,2024-05-14 13:40:14,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240514.png,12:45,13:04,25-180,RSTN
FLARE0221,CME0177,,GOES/STIX,2024-05-14 16:46:00,2024-05-14 16:43:32,2024-05-14 16:51:00,2024-05-14 16:47:32,2024-05-14 17:02:00,2024-05-14 17:02:16,X8.7,X8,89.0,-18.0,96.0,-18.0,1.0,0.736,13664.0,2024-05-14 16:46:00,2024-05-14 16:45:44,2024-05-14 16:51:00,2024-05-14 16:49:44,2024-05-14 17:02:00,2024-05-14 17:04:28,2024-05-14 16:37:41,2024-05-14 16:37:25,2024-05-14 16:42:41,2024-05-14 16:41:25,2024-05-14 16:53:41,2024-05-14 16:56:09,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240514.png,16:50,17:15,25-52,RSTN
FLARE0222,CME0179,,STIX,,2024-05-15 08:10:19,,2024-05-15 08:16:11,,2024-05-15 09:30:39,,X9,,,104.0,-18.0,,0.742,,,2024-05-15 08:12:28,,2024-05-15 08:18:20,,2024-05-15 09:32:48,,2024-05-15 08:04:09,,2024-05-15 08:10:01,,2024-05-15 09:24:29,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240515.png,,,,
FLARE0223,,,GOES,2024-05-15 14:20:00,,2024-05-15 14:38:00,,2024-05-15 14:51:00,,X2.9,X2,-89.0,-12.0,,,1.0,0.744,13685.0,2024-05-15 14:20:00,,2024-05-15 14:38:00,,2024-05-15 14:51:00,,2024-05-15 14:11:41,,2024-05-15 14:29:41,,2024-05-15 14:42:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240515.png,14:28,14:41,25-48,RSTN
FLARE0224,CME0181,,STIX,,2024-05-15 20:22:27,,2024-05-15 20:36:47,,2024-05-15 21:35:47,,X9,,,112.0,-18.0,,0.747,,,2024-05-15 20:24:34,,2024-05-15 20:38:54,,2024-05-15 21:37:54,,2024-05-15 20:16:15,,2024-05-15 20:30:35,,2024-05-15 21:29:35,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240515.png,,,,
FLARE0225,,,STIX,,2024-05-16 06:12:23,,2024-05-16 06:33:31,,2024-05-16 07:16:59,,M5,,,116.0,-19.0,,0.75,,,2024-05-16 06:14:28,,2024-05-16 06:35:36,,2024-05-16 07:19:04,,2024-05-16 06:06:09,,2024-05-16 06:27:17,,2024-05-16 07:10:45,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240516.png,,,,
FLARE0226,,,STIX,,2024-05-16 13:17:47,,2024-05-16 13:25:27,,2024-05-16 14:15:27,,X5,,,121.0,-18.0,,0.753,,,2024-05-16 13:19:51,,2024-05-16 13:27:31,,2024-05-16 14:17:31,,2024-05-16 13:11:32,,2024-05-16 13:19:12,,2024-05-16 14:09:12,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240516.png,,,,
FLARE0227,,,STIX,,2024-05-16 13:18:15,,2024-05-16 13:20:31,,2024-05-16 13:21:31,,M9,,,121.0,-19.0,,0.753,,,2024-05-16 13:20:19,,2024-05-16 13:22:35,,2024-05-16 13:23:35,,2024-05-16 13:12:00,,2024-05-16 13:14:16,,2024-05-16 13:15:16,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240516.png,,,,
FLARE0228,,,STIX,,2024-05-16 13:40:03,,2024-05-16 13:40:23,,2024-05-16 13:43:43,,M9,,,120.0,-19.0,,0.753,,,2024-05-16 13:42:07,,2024-05-16 13:42:27,,2024-05-16 13:45:47,,2024-05-16 13:33:48,,2024-05-16 13:34:08,,2024-05-16 13:37:28,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240516.png,,,,
FLARE0229,,,STIX,,2024-05-17 03:05:39,,2024-05-17 03:38:39,,2024-05-17 04:17:55,,M8,,,130.0,-18.0,,0.758,,,2024-05-17 03:07:40,,2024-05-17 03:40:40,,2024-05-17 04:19:56,,2024-05-17 02:59:21,,2024-05-17 03:32:21,,2024-05-17 04:11:37,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240517.png,,,,
FLARE0230,CME0184,,STIX,,2024-05-17 12:22:04,,2024-05-17 12:27:12,,2024-05-17 13:47:52,,X6,,,136.0,-17.0,,0.761,,,2024-05-17 12:24:04,,2024-05-17 12:29:12,,2024-05-17 13:49:52,,2024-05-17 12:15:45,,2024-05-17 12:20:53,,2024-05-17 13:41:33,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240517.png,,,,
FLARE0231,,,GOES,2024-05-17 20:33:00,,2024-05-17 21:08:00,,2024-05-17 21:26:00,,M7.2,,-62.0,-12.0,,,1.0,,13685.0,2024-05-17 20:33:00,,2024-05-17 21:08:00,,2024-05-17 21:26:00,,2024-05-17 20:24:41,,2024-05-17 20:59:41,,2024-05-17 21:17:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240517.png,,,,
FLARE0232,CME0186,,STIX,,2024-05-20 05:10:08,,2024-05-20 05:14:40,,2024-05-20 06:52:32,,X12,,,171.0,-19.0,,0.784,,,2024-05-20 05:11:56,,2024-05-20 05:16:28,,2024-05-20 06:54:20,,2024-05-20 05:03:37,,2024-05-20 05:08:09,,2024-05-20 06:46:01,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240520.png,,,,
FLARE0233,,,STIX,,2024-05-22 16:22:52,,2024-05-22 16:24:28,,2024-05-22 16:25:24,,M5,,,-157.0,-18.0,,0.803,,,2024-05-22 16:24:31,,2024-05-22 16:26:07,,2024-05-22 16:27:03,,2024-05-22 16:16:12,,2024-05-22 16:17:48,,2024-05-22 16:18:44,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240522.png,,,,
FLARE0234,,,STIX,,2024-05-24 12:56:16,,2024-05-24 12:57:56,,2024-05-24 13:05:44,,X1,,,-130.0,-19.0,,0.817,,,2024-05-24 12:57:48,,2024-05-24 12:59:28,,2024-05-24 13:07:16,,2024-05-24 12:49:29,,2024-05-24 12:51:09,,2024-05-24 12:58:57,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240524.png,,,,
FLARE0235,CME0187,,GOES,2024-05-27 06:49:00,,2024-05-27 07:08:00,,2024-05-27 07:25:00,,X2.8,,-89.0,-18.0,,,1.0,,13697.0,2024-05-27 06:49:00,,2024-05-27 07:08:00,,2024-05-27 07:25:00,,2024-05-27 06:40:41,,2024-05-27 06:59:41,,2024-05-27 07:16:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240527.png,06:59,07:38,25-180,RSTN
FLARE0236,,,GOES,2024-05-29 14:11:00,,2024-05-29 14:37:00,,2024-05-29 15:38:00,,X1.4,,-66.0,-21.0,,,1.0,,13697.0,2024-05-29 14:11:00,,2024-05-29 14:37:00,,2024-05-29 15:38:00,,2024-05-29 14:02:41,,2024-05-29 14:28:41,,2024-05-29 15:29:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240529.png,14:26,15:00,25-180,RSTN
FLARE0237,,,GOES,2024-05-29 18:32:00,,2024-05-29 18:41:00,,2024-05-29 18:45:00,,M5.7,,-12.0,28.0,,,1.0,,13691.0,2024-05-29 18:32:00,,2024-05-29 18:41:00,,2024-05-29 18:45:00,,2024-05-29 18:23:41,,2024-05-29 18:32:41,,2024-05-29 18:36:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240529.png,,,,
FLARE0238,,,GOES,2024-05-31 21:52:00,,2024-05-31 22:03:00,,2024-05-31 22:09:00,,X1.1,,-32.0,-17.0,,,1.0,,13697.0,2024-05-31 21:52:00,,2024-05-31 22:03:00,,2024-05-31 22:09:00,,2024-05-31 21:43:41,,2024-05-31 21:54:41,,2024-05-31 22:00:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240531.png,,,,
FLARE0239,,,GOES,2024-06-01 08:26:00,,2024-06-01 08:48:00,,2024-06-01 08:58:00,,X1.4,,-28.0,-18.0,,,1.0,,13697.0,2024-06-01 08:26:00,,2024-06-01 08:48:00,,2024-06-01 08:58:00,,2024-06-01 08:17:41,,2024-06-01 08:39:41,,2024-06-01 08:49:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240601.png,,,,
FLARE0240,,,GOES,2024-06-01 18:24:00,,2024-06-01 18:36:00,,2024-06-01 18:49:00,,X1.0,,-24.0,-17.0,,,1.0,,13697.0,2024-06-01 18:24:00,,2024-06-01 18:36:00,,2024-06-01 18:49:00,,2024-06-01 18:15:41,,2024-06-01 18:27:41,,2024-06-01 18:40:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240601.png,,,,
FLARE0241,,,GOES,2024-06-01 19:03:00,,2024-06-01 19:39:00,,2024-06-01 20:28:00,,M7.3,,-18.0,-19.0,,,1.0,,13697.0,2024-06-01 19:03:00,,2024-06-01 19:39:00,,2024-06-01 20:28:00,,2024-06-01 18:54:41,,2024-06-01 19:30:41,,2024-06-01 20:19:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240601.png,19:20,19:28,46-75,RSTN
FLARE0242,,,GOES,2024-06-06 14:50:00,,2024-06-06 15:06:00,,2024-06-06 15:22:00,,M6.1,,41.0,-20.0,,,1.0,,13697.0,2024-06-06 14:50:00,,2024-06-06 15:06:00,,2024-06-06 15:22:00,,2024-06-06 14:41:41,,2024-06-06 14:57:41,,2024-06-06 15:13:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240606.png,,,,
FLARE0243,CME0189,,GOES,2024-06-08 01:23:00,,2024-06-08 01:49:00,,2024-06-08 02:19:00,,M9.7,,53.0,-18.0,,,1.0,,13697.0,2024-06-08 01:23:00,,2024-06-08 01:49:00,,2024-06-08 02:19:00,,2024-06-08 01:14:41,,2024-06-08 01:40:41,,2024-06-08 02:10:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240608.png,01:28,01:57,25-180,RSTN
FLARE0244,,,STIX,,2024-06-10 04:04:56,,2024-06-10 04:10:40,,2024-06-10 05:14:40,,M7,,,-102.0,-16.0,,0.909,,,2024-06-10 04:05:42,,2024-06-10 04:11:26,,2024-06-10 05:15:26,,2024-06-10 03:57:23,,2024-06-10 04:03:07,,2024-06-10 05:07:07,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240610.png,,,,
FLARE0245,,,GOES/STIX,2024-06-10 10:18:00,2024-06-10 10:19:32,2024-06-10 10:58:00,2024-06-10 10:50:08,2024-06-10 11:03:00,2024-06-10 10:58:40,M5.3,M5,,,81.0,-19.0,1.0,0.91,13697.0,2024-06-10 10:18:00,2024-06-10 10:20:17,2024-06-10 10:58:00,2024-06-10 10:50:53,2024-06-10 11:03:00,2024-06-10 10:59:25,2024-06-10 10:09:41,2024-06-10 10:11:58,2024-06-10 10:49:41,2024-06-10 10:42:34,2024-06-10 10:54:41,2024-06-10 10:51:06,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240610.png,,,,
FLARE0246,,,GOES/STIX,2024-06-10 10:18:00,2024-06-10 10:18:12,2024-06-10 11:08:00,2024-06-10 11:06:00,2024-06-10 11:18:00,2024-06-10 11:36:04,X1.5,X1,85.0,-19.0,81.0,-20.0,1.0,0.91,13697.0,2024-06-10 10:18:00,2024-06-10 10:18:57,2024-06-10 11:08:00,2024-06-10 11:06:45,2024-06-10 11:18:00,2024-06-10 11:36:49,2024-06-10 10:09:41,2024-06-10 10:10:38,2024-06-10 10:59:41,2024-06-10 10:58:26,2024-06-10 11:09:41,2024-06-10 11:28:30,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240610.png,,,,
FLARE0247,,,GOES/STIX,2024-06-10 18:11:00,2024-06-10 18:15:44,2024-06-10 18:40:00,2024-06-10 18:34:12,2024-06-10 19:18:00,2024-06-10 19:45:16,M9.5,X1,89.0,-16.0,85.0,-19.0,1.0,0.911,13697.0,2024-06-10 18:11:00,2024-06-10 18:16:29,2024-06-10 18:40:00,2024-06-10 18:34:57,2024-06-10 19:18:00,2024-06-10 19:46:01,2024-06-10 18:02:41,2024-06-10 18:08:10,2024-06-10 18:31:41,2024-06-10 18:26:38,2024-06-10 19:09:41,2024-06-10 19:37:42,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240610.png,18:29,18:31,112-151,RSTN
FLARE0248,CME0191,,STIX,,2024-06-11 22:25:28,,2024-06-11 22:38:52,,2024-06-11 23:50:28,,X3,,,113.0,-19.0,,0.916,,,2024-06-11 22:26:10,,2024-06-11 22:39:34,,2024-06-11 23:51:10,,2024-06-11 22:17:51,,2024-06-11 22:31:15,,2024-06-11 23:42:51,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240611.png,22:51,22:55,30-55,RSTN
FLARE0249,,,STIX,,2024-06-13 02:57:48,,2024-06-13 03:05:24,,2024-06-13 04:10:00,,X3,,,128.0,-19.0,,0.92,,,2024-06-13 02:58:28,,2024-06-13 03:06:04,,2024-06-13 04:10:40,,2024-06-13 02:50:09,,2024-06-13 02:57:45,,2024-06-13 04:02:21,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240613.png,,,,
FLARE0250,,,STIX,,2024-06-13 14:49:12,,2024-06-13 14:58:44,,2024-06-13 16:02:00,,M6,,,140.0,-20.0,,0.922,,,2024-06-13 14:49:51,,2024-06-13 14:59:23,,2024-06-13 16:02:39,,2024-06-13 14:41:32,,2024-06-13 14:51:04,,2024-06-13 15:54:20,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240613.png,,,,
FLARE0251,,,STIX,,2024-06-16 15:35:12,,2024-06-16 15:38:12,,2024-06-16 15:42:00,,X1,,,177.0,-18.0,,0.931,,,2024-06-16 15:35:47,,2024-06-16 15:38:47,,2024-06-16 15:42:35,,2024-06-16 15:27:28,,2024-06-16 15:30:28,,2024-06-16 15:34:16,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240616.png,,,,
FLARE0252,,,STIX,,2024-06-17 07:58:00,,2024-06-17 08:02:56,,2024-06-17 08:12:00,,M6,,,-165.0,-22.0,,0.933,,,2024-06-17 07:58:34,,2024-06-17 08:03:30,,2024-06-17 08:12:34,,2024-06-17 07:50:15,,2024-06-17 07:55:11,,2024-06-17 08:04:15,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240617.png,,,,
FLARE0253,,,STIX,,2024-06-17 10:16:52,,2024-06-17 10:20:16,,2024-06-17 10:22:32,,X3,,,-172.0,-18.0,,0.933,,,2024-06-17 10:17:26,,2024-06-17 10:20:50,,2024-06-17 10:23:06,,2024-06-17 10:09:07,,2024-06-17 10:12:31,,2024-06-17 10:14:47,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240617.png,,,,
FLARE0254,,,STIX,,2024-06-17 10:30:40,,2024-06-17 10:34:20,,2024-06-17 10:52:20,,M7,,,-169.0,-17.0,,0.933,,,2024-06-17 10:31:14,,2024-06-17 10:34:54,,2024-06-17 10:52:54,,2024-06-17 10:22:55,,2024-06-17 10:26:35,,2024-06-17 10:44:35,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240617.png,,,,
FLARE0255,,,GOES,2024-06-20 23:00:00,,2024-06-20 23:16:00,,2024-06-20 23:20:00,,M5.7,,-57.0,-14.0,,,1.0,,13719.0,2024-06-20 23:00:00,,2024-06-20 23:16:00,,2024-06-20 23:20:00,,2024-06-20 22:51:41,,2024-06-20 23:07:41,,2024-06-20 23:11:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240620.png,,,,
